"COU","Country","SEX","Sex","IND","Indicator","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"HRV","Croatia","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2010","2010","PC","Percentage","0","Units",,,8.4,,
"HRV","Croatia","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2011","2011","PC","Percentage","0","Units",,,13.4,,
"HRV","Croatia","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2012","2012","PC","Percentage","0","Units",,,11.1,,
"HRV","Croatia","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2013","2013","PC","Percentage","0","Units",,,11.3,,
"HRV","Croatia","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2014","2014","PC","Percentage","0","Units",,,16.9,,
"HRV","Croatia","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2015","2015","PC","Percentage","0","Units",,,13.3,,
"HRV","Croatia","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2016","2016","PC","Percentage","0","Units",,,16.6,,
"HRV","Croatia","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2017","2017","PC","Percentage","0","Units",,,19.4,,
"HRV","Croatia","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2018","2018","PC","Percentage","0","Units",,,20.1,,
"HRV","Croatia","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2019","2019","PC","Percentage","0","Units",,,16.7,,
"HRV","Croatia","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2020","2020","PC","Percentage","0","Units",,,19.9,,
"KOR","Korea","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2001","2001","PC","Percentage","0","Units",,,-27.5,,
"KOR","Korea","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2002","2002","PC","Percentage","0","Units",,,-28.7,,
"KOR","Korea","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2003","2003","PC","Percentage","0","Units",,,-32.4,,
"KOR","Korea","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2004","2004","PC","Percentage","0","Units",,,-28.8,,
"KOR","Korea","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2005","2005","PC","Percentage","0","Units",,,-30.7,,
"KOR","Korea","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2006","2006","PC","Percentage","0","Units",,,-32.9,,
"KOR","Korea","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2007","2007","PC","Percentage","0","Units",,,-32.6,,
"KOR","Korea","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2008","2008","PC","Percentage","0","Units",,,-29.8,,
"KOR","Korea","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2009","2009","PC","Percentage","0","Units",,,-28.9,,
"KOR","Korea","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2010","2010","PC","Percentage","0","Units",,,-25.7,,
"KOR","Korea","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2011","2011","PC","Percentage","0","Units",,,-24.7,,
"KOR","Korea","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2012","2012","PC","Percentage","0","Units",,,-26.4,,
"KOR","Korea","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2013","2013","PC","Percentage","0","Units",,,-32.1,,
"KOR","Korea","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2014","2014","PC","Percentage","0","Units",,,-46.9,,
"DEU","Germany","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1990","1990","WEEK","Weeks","0","Units",,,0,,
"DEU","Germany","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1991","1991","WEEK","Weeks","0","Units",,,0,,
"DEU","Germany","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1992","1992","WEEK","Weeks","0","Units",,,0,,
"DEU","Germany","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1993","1993","WEEK","Weeks","0","Units",,,0,,
"DEU","Germany","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1994","1994","WEEK","Weeks","0","Units",,,0,,
"DEU","Germany","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1995","1995","WEEK","Weeks","0","Units",,,0,,
"DEU","Germany","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1996","1996","WEEK","Weeks","0","Units",,,0,,
"DEU","Germany","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1997","1997","WEEK","Weeks","0","Units",,,0,,
"DEU","Germany","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1998","1998","WEEK","Weeks","0","Units",,,0,,
"DEU","Germany","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1999","1999","WEEK","Weeks","0","Units",,,0,,
"DEU","Germany","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2000","2000","WEEK","Weeks","0","Units",,,0,,
"DEU","Germany","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2001","2001","WEEK","Weeks","0","Units",,,0,,
"DEU","Germany","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2002","2002","WEEK","Weeks","0","Units",,,0,,
"DEU","Germany","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2003","2003","WEEK","Weeks","0","Units",,,0,,
"DEU","Germany","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2004","2004","WEEK","Weeks","0","Units",,,0,,
"DEU","Germany","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2005","2005","WEEK","Weeks","0","Units",,,0,,
"DEU","Germany","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2006","2006","WEEK","Weeks","0","Units",,,0,,
"DEU","Germany","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2007","2007","WEEK","Weeks","0","Units",,,8.7,,
"DEU","Germany","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2008","2008","WEEK","Weeks","0","Units",,,8.7,,
"DEU","Germany","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2009","2009","WEEK","Weeks","0","Units",,,8.7,,
"DEU","Germany","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2010","2010","WEEK","Weeks","0","Units",,,8.7,,
"DEU","Germany","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2011","2011","WEEK","Weeks","0","Units",,,8.7,,
"DEU","Germany","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2012","2012","WEEK","Weeks","0","Units",,,8.7,,
"DEU","Germany","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2013","2013","WEEK","Weeks","0","Units",,,8.7,,
"DEU","Germany","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2014","2014","WEEK","Weeks","0","Units",,,8.7,,
"DEU","Germany","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2015","2015","WEEK","Weeks","0","Units",,,8.7,,
"DEU","Germany","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2016","2016","WEEK","Weeks","0","Units",,,8.7,,
"DEU","Germany","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2017","2017","WEEK","Weeks","0","Units",,,8.7,,
"DEU","Germany","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2018","2018","WEEK","Weeks","0","Units",,,8.7,,
"DEU","Germany","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2019","2019","WEEK","Weeks","0","Units",,,8.7,,
"DEU","Germany","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2020","2020","WEEK","Weeks","0","Units",,,8.7,,
"DEU","Germany","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2021","2021","WEEK","Weeks","0","Units",,,8.7,,
"DEU","Germany","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2022","2022","WEEK","Weeks","0","Units",,,8.7,,
"LVA","Latvia","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2005","2005","PC","Percentage","0","Units",,,-1.6,,
"LVA","Latvia","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2006","2006","PC","Percentage","0","Units",,,-1.6,,
"LVA","Latvia","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2007","2007","PC","Percentage","0","Units",,,-1.9,,
